Bayi Kodu,Ünvan,Bölge,Mıntıka,ADRES,İL,İLÇE
30071109,ABAN PETROLCÜLÜK TARIM ÜRÜNLERİ NAKLİYAT TURİZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,GUNEYDOGU ANADOLU,Gaziantep,KIRLIK KÖYÜ MEVKİİ,Şanlıurfa,VİRANŞEHİR
30075467,NSB TAAHHÜT İNŞAAT SANAYİ VE TİCARET A.Ş .,GUNEYDOGU ANADOLU,Gaziantep,BÜYÜK KARGILI MAHALLESI NO:210/1 ŞANLIURFA BOZOVA YOLU SANLI,Şanlıurfa,KARAKÖPRÜ
30074442,MEHMET ALİ YAVUZ TRAKTÖR PETROL İNŞAAT S ANAYİ VE TİCARET LİMİTED ŞİRKETİ,GUNEYDOGU ANADOLU,Gaziantep,MEYDAN MAH. HASTANE CAD. NO:106,Şanlıurfa,BİRECİK
30071788,VAW YAPI İNŞAAT SANAYİ VE TİCARET LİMİTE D ŞİRKETİ  .,GUNEYDOGU ANADOLU,Gaziantep,SIRRIN YOLU CAMII KARŞISI,Şanlıurfa,MERKEZ
30071146,IŞIK PETROL İNŞAAT NAKLİYAT TAAHHÜT SANA Yİ VE TİCARET LİMİTED ŞİRKETİ,GUNEYDOGU ANADOLU,Diyarbakır,YAYLATEPE MAH CUMHURİYET CAD NO:73/1,Batman,SASON
30071147,MEHMET YUSUF PAKSOY,GUNEYDOGU ANADOLU,Diyarbakır,BAĞLICA KÖYÜ,Şırnak,ULUDERE
30071952,ALP PETROL ÜRÜNLERİ VE TİCARET LİMİTED Ş İRKETİ  .,GUNEYDOGU ANADOLU,Diyarbakır,ÇERMİK İSTASYON YOL KAVŞAĞI,Diyarbakır,ERGANİ
30074784,KAHRAMANLAR PETROL NAKLİYAT İNŞAAT GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,GUNEYDOGU ANADOLU,Diyarbakır,TURGUT ÖZAL MAH. MİDYAT CAD. PETROL OFİSİ NO : 1,Şırnak,İDİL
30073193,CANCI AKARYAKIT TİCARET VE SANAYİ LİMİTE D ŞİRKETİ  .,GUNEYDOGU ANADOLU,Hatay,GÜLTEPE MAHALLESİ ERTUĞRUL GAZİ CADDESİ NO: 20,Hatay,REYHANLI
30074171,ÇAĞATAY HAPPANİ - HAPPANİ PETROL,GUNEYDOGU ANADOLU,Hatay,CUMHURİYET MAH. ATATÜRK BULV. NO:31,Kilis,MUSABEYLİ
30073940,YÜKSEK İNŞAAT MÜHENDİSLİK MADEN.ÜRE. PAZ SAN.VE TİC.LTD.ŞTİ.  .,GUNEYDOGU ANADOLU,Malatya,ELAZIĞ-BİNGÖL YOLU 20. KM ÇAĞLAR KÖYÜ BAĞALTI MEVKİİ,Elazığ,MERKEZ
30074330,BAYSALMAN PETROL TAŞİNŞ.VE SAN.LTD.ŞTİ.,GUNEYDOGU ANADOLU,Gaziantep,YAKACIK MAH. YAKACIK SK. NO:216/A,Gaziantep,OĞUZELİ
30070884,AĞAÇLI TURİZM VE TİCARET ANONİM ŞİRKETİ   .,AKDENIZ,Mersin,YANIŞLI KÖYÜ,İçel,GÜLNAR
30070631,SEFER ÜNVER   .,AKDENIZ,Adana,KEMALİYE MAHALLESİ ATATÜRK BULVARI ÜZERİ,Adana,KARATAŞ
30074072,ALİŞEROĞLU AKDENİZ PETROL VE PETROL ÜRÜN LERİ NAKLİYE GIDA İNŞAAT TURİZM ANONİM Ş İRKETİ,GUNEYDOGU ANADOLU,Hatay,HÜRRİYET MAH. HÜRRİYET KÜME EVLERİ KM. EVL. 101,Hatay,ERZİN
30072840,HABUR PETROL SANAYİİ İÇ VE DIŞ TİCARET L İMİTED ŞİRKETİ,GUNEYDOGU ANADOLU,Diyarbakır,YENİ MAHALLE CİZRE CADDESİ NO:183,Şırnak,MERKEZ
30072900,MAFE POLATLAR İNŞAAT GIDA PETROL KUYUMCU LUK TEKSTİL SANAYİ TİCARET LİMİTED ŞİRKE Tİ .,GUNEYDOGU ANADOLU,Malatya,SÜRSÜRÜ MAH. MALATYA CAD. NO:9,Elazığ,MERKEZ
30072937,KİMAŞ AKARYAKIT DİNLENME TESİS İNŞAAT TA AHHÜT MOBİLYACILIK TEKSTİL ÜRÜNLERİ NAKL İYECİLİK VE TİCARET LİMİTED ŞİRKETİ .,GUNEYDOGU ANADOLU,Hatay,PROFESÖR MUAMMER AKSOY CADDESİ OTOGAR KAVŞAĞI,Hatay,İSKENDERUN
30072926,AKMETAL MADENCİLİK SANAYİ VE TİCARET ANO NİM ŞİRKETİ,AKDENIZ,Adana,SİNANPAŞA MAH. AŞAĞI ZAMBIL KÜME EVLERİ NO:27,Adana,ALADAĞ
30072982,İŞPET GIDA AKARYAKIT İNŞAAT NAKLİYE TURİ ZM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,GUNEYDOGU ANADOLU,Diyarbakır,YUNUS EMRE MAH. CUMHURİYET BULVARI NO:48/A,Mardin,MİDYAT
30073173,FORPET AKARYAKIT LOJİSTİK DAYANIKLI TÜKE TİM MALLARI GIDA HAYVANCILIK TİCARET VE SANAYİ LİMİTED ŞİRKETİ .,AKDENIZ,Mersin,KURDALI MAH. OKAN MERZECİ BULVARI NO:155,İçel,TOROSLAR
30073174,NEFİS UN GIDA PETROL NAKLİYAT İNŞAAT TAA HHÜT OTOMOTİV TİCARET VE SANAYİ LİMİTED ŞİRKETİ .,AKDENIZ,Mersin,KURDALİ MAH. O. MERZECİ BUL. ÇİFTÇİLER CAD. NO: 124,İçel,MERKEZ
30073220,PARK MİRKELAM PETROL TURİZM TİCARET A.Ş.,GUNEYDOGU ANADOLU,Gaziantep,GAZİANTEP-ŞANLIURFA OTOBAN YOLU ÜZERİ 69.KM (GÜNEY),Şanlıurfa,BİRECİK
30073219,PARK MİRKELAM PETROL TURİZM TİCARET A.Ş.,GUNEYDOGU ANADOLU,Gaziantep,GAZİANTEP-ŞANLIURFA OTOBAN YOLU ÜZERİ 69.KM (KUZEY),Şanlıurfa,BİRECİK
30071177,ALİ ÖZER PETROL TARIM OTOMOTİV İNŞAAT GI DA EMLAK HAYVANCILIK ENERJİ NAKLİYAT SAN AYİ T .,GUNEYDOGU ANADOLU,Kahramanmaraş,ŞEHIT HALIS ŞIŞMAN MAHALLESI KAMIL KARA BULVARI NO:24/A-B BI,Osmaniye,KADİRLİ
30073281,ÇOBANOĞLU İNŞAAT VE İNŞ.MALZ.NAKLİYE MAD.ÜRT.PAZ.SAN.TİC.LTD.ŞTİ,GUNEYDOGU ANADOLU,Malatya,GÜMÜŞKAVAK MAH. CAHİT DALOKAY CAD.NO:42,Elazığ,MERKEZ
30073285,KAYAPINAR AKARYAKIT İNŞAAT NAKLİYE TURİZ M SANAYİ VE TİCARET LİMİTED ŞİRKETİ,GUNEYDOGU ANADOLU,Diyarbakır,PEYAS MAH. FIRAT BULVARI NO:79,Diyarbakır,KAYAPINAR
30073477,GAZİKENT PETROL AKARYAKIT VE OTOMOTİV SA NAYİ VE TİCARET ANONİM ŞİRKETİ  .,GUNEYDOGU ANADOLU,Gaziantep,SANAYİ MAH. 60095 CAD. NO:37,Gaziantep,ŞEHİTKAMİL
30073886,AZRA AKARYAKIT ÜRÜNLERİ VE SANAYİ TİCARE T LİMİTED ŞİRKETİ  .,GUNEYDOGU ANADOLU,Diyarbakır,BAĞCILAR MAHALLESİ URFA BULVARI NO:119,Diyarbakır,BAĞLAR
30073603,TUNÇ FİDAN PETROL TURİZM GAYRİMENKUL İNŞ AAT TARIM İTHALAT İHRACAT SANAYİ VE TİCA RET LİMİTED ŞİRKETİ,GUNEYDOGU ANADOLU,Diyarbakır,BAĞCILAR MAHALLESİ MEHMET UZUN CADDESİ NO:23,Diyarbakır,BAĞLAR
30070797,BEYBAĞLI PETROL SANAYİ VE TİCARET LİMİTE D ŞİRKETİ,GUNEYDOGU ANADOLU,Diyarbakır,GÜLTEPE MAHALLESİ TPAO BULVARI AHMET FURKAN AKARYAKIT NO:320,Batman,MERKEZ
30088185,ÖZAYDIN PETROL ÜRÜNLERİ OTOMOTİV İNŞAAT NAKLİYAT SAN. VE TİC.LTD.ŞTİ.,GUNEYDOGU ANADOLU,Diyarbakır,NUR MAH. 79 CADDE NO:2,Mardin,ARTUKLU
30073625,POZANTI PETROL İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ  .,AKDENIZ,Mersin,ALPU MAHALLESİ ÖZKÜME EVLERİ BULVARI NO:6,Adana,POZANTI
30073626,POZANTI PETROL İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ  .,AKDENIZ,Mersin,ALPU MAHALLESİ ÖZKÜME EVLERİ BULVARI NO:1,Adana,POZANTI
30073749,ÜÇLER MÜHENDİSLİK İNŞ. MÜT. EMLAK OTO AL IM SATIMI KOM.TUR. NAK. AKAR.İSTASYON İŞ LET. GİYİM DERİ ORMAN TARIM SAN. ÜRÜN. T .,GUNEYDOGU ANADOLU,Hatay,ÇİĞDEDE MAH. SİVAS ŞEHİTLERİ CAD. NO:191,Hatay,SAMANDAĞ
30073804,ESKİGÜNLER TARIM AKARYAKIT İTHALAT İHRAC AT SANAYİ VE TİCARET LİMİTED ŞİRKETİ  .,GUNEYDOGU ANADOLU,Kahramanmaraş,B.SAĞIR MAH.BÜYÜKPINAR MEVKİİ,K.Maraş,PAZARCIK
30073869,HASAN YILMAZ   .,AKDENIZ,Mersin,TURGUTREİS MAHALLESİ İSTİKLAL CADDESİ NO:153/A,İçel,AKDENİZ
30071525,BRENT PETROL ANONİM ŞİRKETİ,AKDENIZ,Mersin,FEVZİPAŞA MAH. TURHAN CEMAL BERİKER BUL. NO:314 İÇ KAPI NO:,Adana,SEYHAN
30073902,İZPET PETROL İNŞAAT NAKLİYAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,GUNEYDOGU ANADOLU,Gaziantep,YASLICA MAH. ŞANLIURFA ADIYAMAN CAD. 99 1,Şanlıurfa,BOZOVA
30083000,MUGAN AKARYAKIT ULUSLARARASI TAŞIMACILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,AKDENIZ,Mersin,YARBAYŞEMSETTİN MAH.ANKARA BULVARI NO:162/A,İçel,TARSUS
30074830,GZN PETROL ÜRÜNLERİİNŞ.NAK.OTO.TAR.ÜRÜ.T İC.LTD.ŞTİ.  .,AKDENIZ,Adana,CUMHURİYET MAHALLESİ SAİMBEYLİ CADDESİ NO:98/1,Adana,TUFANBEYLİ
30073968,TURAN KIZILBAĞLI,GUNEYDOGU ANADOLU,Malatya,HEZENEK MAH. KAYNARCA MEVKİİ 1/1,Malatya,ARAPGİR
30074249,ERENPET PETROL ÜRÜNLERİ PAZARLAMA VE DAĞ ITIM TİC.LTD.ŞTİ  .,AKDENIZ,Mersin,ÖZGÜRLÜK MAH. 154. CAD. NO:2,İçel,AKDENİZ
30074250,BIOENERGY PETROL İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,GUNEYDOGU ANADOLU,Malatya,ATAŞEHİR MAH. GÜNEY ÇEVRE YOLU NO:352,Elazığ,MERKEZ
30074302,PETKAR PETROL ÜRÜNLERİ TUR.HİZ.NAK.TİC.S AN.LTD.ŞTİ.  .,AKDENIZ,Mersin,KÖSELERLİ KÖYÜ,İçel,MUT
30074881,REFORMOİL ENERJİ PETROL VE PETROL ÜRÜNLE Rİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ  .,GUNEYDOGU ANADOLU,Diyarbakır,KORİK MAH. TPAO BLV. REFORMOİL PETROL NO:489,Batman,MERKEZ
30074378,AYPET PETR. İTH. İHR. KUYM. OTO. İNŞ. NA K. GID. SAN. VE TİC. LTD. ŞTİ.  .,GUNEYDOGU ANADOLU,Diyarbakır,DURUCA MAHALLESİ E.24 KARAYOLU CADDESİ NO:13/1,Mardin,NUSAYBİN
30072165,BEKİR PETROL GIDA TARIM ÜRÜNLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,GUNEYDOGU ANADOLU,Gaziantep,KÖRKÜN MAH. TURGUT ÖZAL SANAYİ SİTESİ ADNAN MENDERES BULVARI,Gaziantep,OĞUZELİ
30072165,BEKİR PETROL GIDA TARIM ÜRÜNLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,GUNEYDOGU ANADOLU,Gaziantep,KÖRKÜN MAH. TURGUT ÖZAL SANAYİ SİTESİ ADNAN MENDERES BULVARI,Gaziantep,OĞUZELİ
30074422,BÖLTAŞ PETROL TAŞIMACILIK İNŞAAT TARIM Ü RÜNLERİ HİZMET ORGANİZASYONLARI SAN. VE TİC. LTD. ŞTİ .,GUNEYDOGU ANADOLU,Kahramanmaraş,ORHANGAZİ MAH. ŞEHİT ASTSUBAY ÖMER HALİSDEMİR CAD. NO:112/A,K.Maraş,ELBİSTAN
30074361,ENSAL PETROL ANONİM ŞİRKETİ   .,GUNEYDOGU ANADOLU,Gaziantep,MEHMETÇİK MAH. EYYÜP CENAP GÜLPINAR BLV. 53,Şanlıurfa,KARAKÖPRÜ
30074683,BARUTLAR İNŞAAT OTO.TUR.PET.ÜRÜN.NAK.SAN . VE TİC.LTD.ŞTİ,GUNEYDOGU ANADOLU,Diyarbakır,ŞANLIURFA YOLU 4.KM,Diyarbakır,MERKEZ
30086229,GÜRPET PETROLCÜLÜK OTOMOTİV İNŞAAT İMALAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,GUNEYDOGU ANADOLU,Hatay,NAMIK ÜNLER PAŞA MAHALLESI KURAN KURSU SOKAĞI NO:1,Kilis,MERKEZ
30074961,SLK PETROL VE PETROL ÜRÜNLERİ BETON TAŞI MACILIK İNŞAAT GIDA TEMİZLİK İNSAN KAY.S AN.VE TİC.LTD.ŞTİ. .,AKDENIZ,Adana,MİTHATPAŞA MAH. MÜCAHİTLER CAD. 57 A,Adana,SEYHAN
30074870,AKBULUT VE KAR.BEYAZEŞYA PET.TAAH.SAN.Tİ C.LTD.ŞTİ.  .,GUNEYDOGU ANADOLU,Malatya,DOĞUKENT MAH. MİMARSİNAN CAD. NO:127,Elazığ,MERKEZ
30074875,EMAS PETROL ÜRÜNLERİ OTOMOTİV HAYVANCILI K SÜT ÜRÜNLERİ SANAYİ VE TİCLTD.ŞTİ.,GUNEYDOGU ANADOLU,Malatya,ORDUZU MAH. KANYON CAD. NO:7,Malatya,BATTALGAZİ
30074989,HABUR PETROL ÜRN. VE GIDA SAN. NAK.İTH.İHR.LTD.ŞTİ.,GUNEYDOGU ANADOLU,Diyarbakır,KATRAN KÖYÜ NO: YOK,Şırnak,CİZRE
30074978,ÇUKUROVA PETROL TURİZM İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,AKDENIZ,Adana,YENİ MAHALLE ÖĞRETMENLER BULVARI NO:7/2A,Adana,SEYHAN
30074684,TURKAY AKARYAKIT PETROL TAŞIMACILIK VE İNŞAAT TİCARET LİMİTED ŞİRKETİ,GUNEYDOGU ANADOLU,Gaziantep,8 ŞUBAT MAHALLESI 82079 CADDESI NO:98,Gaziantep,ŞEHİTKAMİL
30075037,METİN NAK.TEKS.GIDA İNŞ.TAAH.İŞLERİ VE T EM. ÜRÜN. SAN. VE TİC. LTD. ŞTİ.  .,GUNEYDOGU ANADOLU,Gaziantep,KARATAŞ MAH. 103418 NOLU CD. NO.12,Gaziantep,ŞAHİNBEY
30075500,MUSTAFA YÜKSEL PETROL AŞ   .,GUNEYDOGU ANADOLU,Gaziantep,ŞARKPINAR MAHALLESİ DEMİRCİ YOLU CADDESİ NO:39 SANLIURFA  ŞA,Şanlıurfa,VİRANŞEHİR
30071932,İNCİPET PETROL ÜRÜNLERİ İNŞAAT TARIM GID A NAKLİYAT TURİZM OTOMOTİV SANAYİ VE TİC ARET,GUNEYDOGU ANADOLU,Diyarbakır,KIRMASIRT MAH. SEMT YENİ MARDİN BLV.NO:460,Diyarbakır,SUR
30075145,TEMEL PETROL ORG. HİZM. YEM. İNŞ. TAŞ. T EM. TEKST. SAN. VE TİC. LTD. ŞTİ.,GUNEYDOGU ANADOLU,Kahramanmaraş,KÖYÜN KENDİSİ KÖY SK. NO:42 HARMANARDI KÖYÜ,Adıyaman,BESNİ
30074877,ASYA PETROL ÜRÜNLERİİŞL.TES.TİC.LTD.ŞTİ.,GUNEYDOGU ANADOLU,Gaziantep,TEKSTİLKENT MAH. İBRAHİM TEVFİK KUTLAR CAD. NO.159,Gaziantep,ŞAHİNBEY
30075397,AL-PE-TAN PET.ÜR.İNŞ.TAAH.NAK.TUR.HAY.TA R.GID.MAD.TİC.LTD.ŞT  .,GUNEYDOGU ANADOLU,Hatay,ULUPINAR MAH. AKDENİZ CADDESİ NO:60 ARSUZ HATAY  HATAY,Hatay,İSKENDERUN
